,Date,Hour,Temp,Weather,Wind,Humidity,Barometer,Visibility
210,2012-07-05,19:00,52 °F,Scattered showers. Partly cloudy.,14 mph,"('88%',)","('30.45 ""Hg',)",N/A
211,2012-07-05,19:30,54 °F,Sprinkles. Partly cloudy.,17 mph,"('82%',)","('30.45 ""Hg',)",N/A
212,2012-07-05,20:00,52 °F,Scattered showers. Partly cloudy.,14 mph,"('94%',)","('30.48 ""Hg',)",4 mi
213,2012-07-05,20:30,52 °F,Scattered showers. Partly cloudy.,16 mph,"('94%',)","('30.48 ""Hg',)",N/A
214,2012-07-05,21:00,52 °F,Scattered showers. Partly cloudy.,13 mph,"('94%',)","('30.48 ""Hg',)",N/A
215,2012-07-05,21:30,52 °F,Scattered showers. Partly cloudy.,9 mph,"('94%',)","('30.48 ""Hg',)",6 mi
216,2012-07-05,22:00,52 °F,Scattered showers. Partly cloudy.,10 mph,"('94%',)","('30.48 ""Hg',)",5 mi
217,2012-07-05,23:00,52 °F,Scattered showers. Partly cloudy.,16 mph,"('94%',)","('30.48 ""Hg',)",N/A
218,2012-07-05,23:30,54 °F,Scattered showers. Partly cloudy.,15 mph,"('88%',)","('30.48 ""Hg',)",N/A
219,2012-07-06,00:00,52 °F,Passing clouds.,8 mph,"('94%',)","('30.48 ""Hg',)",N/A
220,2012-07-06,00:30,52 °F,Partly cloudy.,12 mph,"('94%',)","('30.48 ""Hg',)",N/A
221,2012-07-06,01:00,52 °F,Partly cloudy.,13 mph,"('94%',)","('30.48 ""Hg',)",N/A
222,2012-07-06,01:30,52 °F,Partly cloudy.,17 mph,"('94%',)","('30.48 ""Hg',)",N/A
223,2012-07-06,02:00,55 °F,Partly cloudy.,20 mph,"('77%',)","('30.48 ""Hg',)",N/A
224,2012-07-06,03:00,54 °F,Passing clouds.,20 mph,"('88%',)","('30.45 ""Hg',)",N/A
225,2012-07-06,05:00,52 °F,Sprinkles. Partly cloudy.,16 mph,"('94%',)","('30.45 ""Hg',)",4 mi
226,2012-07-06,06:00,52 °F,Sprinkles. Partly cloudy.,15 mph,"('88%',)","('30.48 ""Hg',)",N/A
227,2012-07-06,06:30,52 °F,Scattered showers. Broken clouds.,10 mph,"('88%',)","('30.48 ""Hg',)",N/A
228,2012-07-06,07:00,50 °F,Scattered showers. Broken clouds.,12 mph,"('94%',)","('30.48 ""Hg',)",N/A
229,2012-07-06,07:30,50 °F,Scattered showers. Broken clouds.,15 mph,"('94%',)","('30.48 ""Hg',)",N/A
230,2012-07-06,08:00,52 °F,Sprinkles. Broken clouds.,8 mph,"('88%',)","('30.48 ""Hg',)",N/A
231,2012-07-06,08:30,52 °F,Scattered showers. Scattered clouds.,18 mph,"('82%',)","('30.48 ""Hg',)",N/A
232,2012-07-06,09:00,52 °F,Scattered showers. Scattered clouds.,16 mph,"('82%',)","('30.51 ""Hg',)",N/A
233,2012-07-06,09:30,54 °F,Passing clouds.,20 mph,"('82%',)","('30.51 ""Hg',)",N/A
234,2012-07-06,10:00,54 °F,Scattered showers. Scattered clouds.,21 mph,"('77%',)","('30.51 ""Hg',)",N/A
235,2012-07-06,10:30,54 °F,Scattered showers. Broken clouds.,13 mph,"('77%',)","('30.51 ""Hg',)",N/A
236,2012-07-06,11:00,54 °F,Scattered showers. Broken clouds.,8 mph,"('72%',)","('30.51 ""Hg',)",N/A
237,2012-07-06,12:00,55 °F,Scattered showers. Broken clouds.,20 mph,"('72%',)","('30.48 ""Hg',)",N/A
238,2012-07-06,12:30,57 °F,Scattered showers. Scattered clouds.,22 mph,"('63%',)","('30.48 ""Hg',)",N/A
239,2012-07-06,13:00,57 °F,Scattered clouds.,21 mph,"('59%',)","('30.45 ""Hg',)",N/A
240,2012-07-06,13:30,57 °F,Scattered clouds.,21 mph,"('59%',)","('30.45 ""Hg',)",N/A
241,2012-07-06,14:00,57 °F,Passing clouds.,21 mph,"('59%',)","('30.45 ""Hg',)",N/A
242,2012-07-06,14:30,57 °F,Passing clouds.,20 mph,"('59%',)","('30.45 ""Hg',)",N/A
243,2012-07-06,15:00,57 °F,Passing clouds.,18 mph,"('63%',)","('30.45 ""Hg',)",N/A
244,2012-07-06,15:30,57 °F,Passing clouds.,18 mph,"('63%',)","('30.45 ""Hg',)",N/A
245,2012-07-06,16:00,57 °F,Passing clouds.,20 mph,"('63%',)","('30.45 ""Hg',)",N/A
246,2012-07-06,16:30,57 °F,Passing clouds.,17 mph,"('63%',)","('30.45 ""Hg',)",N/A
